gene.name,BA1,BA2,PBA
Gnai3,-0.223243419,-0.640280202,-0.575955388
Pbsn,0,0,0
Cdc45,0.522253321,0.837798415,0
H19,-1.276261703,-1.532700864,-1.355144963
Scml2,1.507062185,1.640845484,1.2279088
Apoh,0,0,0
Narf,0.356257169,0.901818547,0.57675952
Cav2,-1.587217809,-2.424694323,-1.616875055
Klf6,-3.658518902,-3.782163999,-3.016158174
Scmh1,-0.309762859,0.249346454,0.308318687
Cox5a,-0.340241604,-0.542410749,0
Tbx2,0.966625445,0.898194361,1.28907169
Tbx4,0,2.397502316,0
Zfy2,0,0,0
Ngfr,0,0,-0.724102165
Wnt3,1.978640501,2.673001318,2.483627038
Wnt9a,-2.466476522,-1.946847758,-1.118590352
Fer,0,-0.492999495,-0.548266434
Xpo6,-0.322206782,0,0
Tfe3,-1.22746637,-1.006976364,-0.743119587
Axin2,2.254089278,2.093956837,1.200604114
Baat1,0,0,0.340299302
Gna12,0.250769628,0.243363292,0.682311074
Slc22a18,0,0,3.114329789
Itgb2l,0,0,0
Igsf5,0,0,0
Pih1d2,1.116267309,0,1.46545095
Dlat,-0.281183098,-0.557975219,0
Sdhd,0,-0.279139852,0.37567627
Fgf23,0,0,0
Fgf6,0,-2.800799872,-5.21039959
Ccnd2,0.771712097,0,0.527708689
Gpr107,-0.773409394,-0.551994377,-0.647265913
Nalcn,0,1.853499922,-2.647866282
Btbd17,0,0,0
Slfn4,0,0,0
Th,0,0,2.952182109
Ins2,0,0,0
Scnn1g,5.470565011,0,0
Drp2,1.64000219,1.970076394,1.966343014
Tspan32,0,0,0
Lhx2,0,0,-1.595113865
Clec2g,0,0,0
Gmpr,0.950166454,1.974126829,2.166275733
Glra1,0,0,0
Mid2,-0.452975079,-1.948753821,0.501105337
Trim25,0,0,0
Dgke,0,0,0
Scpep1,-0.853913486,-0.500296005,-0.623038037
Mnt,-0.98521449,-0.49433484,-1.006484632
Itgb2,-3.744130964,-3.181797433,-3.631902906
Hddc2,1.38283015,0.90625983,1.398234094
Tpd52l1,0,-0.900466573,-0.911757902
Pemt,0,0,0
Cdh1,4.268794768,4.853098727,4.639563122
Cdh4,0,0,-0.839345072
Ckmt1,-1.358728672,0,0
Bcl6b,3.926876223,4.527688495,5.182438491
Clec10a,0,0,0
Alox12,0,0,0
Arvcf,0.856850296,1.013761742,0.98718121
Comt,-2.367988477,-2.094392427,-1.546261951
Rtcd1,0,-0.449862489,0
Dbt,-0.529481515,-0.71669807,-0.684677514
Dazap2,-0.605487208,-0.537545735,-0.674611884
Mcts1,0.571478335,0,0
Rem1,-2.467295312,-3.371099568,-1.279569147
Rnf17,0,0,3.128209504
Trappc10,-0.455158856,0,-0.208428446
Ccm2,-0.724557476,-0.466030317,0
Wap,0,0,0
Tbrg4,-0.87193092,-0.563161997,-0.37374025
Tmprss2,3.096301455,3.711647087,4.018964458
Mx1,-4.601332245,-4.884277914,0
Fap,0,0,0
Gcg,0,0,0
Ndufa9,-0.380246504,-0.611803072,0
Egfl6,0,1.948953949,0
Lck,1.086026664,0.650682708,0.853775879
Tssk3,0,0,0
Cttnbp2,2.722345171,2.75967765,1.922920828
Galnt1,0,0,0
Myf5,1.950367508,0.78558822,3.489335587
Mkrn2,0,0,0.574386831
Pparg,-6.038724142,-4.118919858,0
Raf1,0,0.259996098,0.37667535
Sep-01,2.086388279,1.826230139,1.827704145
Pdgfb,-2.357879925,-2.874369692,-1.934302303
Acvrl1,-1.320461207,-0.670995184,0.649518025
Grasp,0.306989732,0,0.4426311
Acvr1b,0.749206598,0.773714668,1.442077026
Tom1l2,-1.110192972,-0.427866246,-0.623363093
Gpa33,0,0,0
Zfp385a,-1.463555936,-1.062859917,-1.069264249
Itga5,-1.580698732,-1.205391366,-0.640102686
Gabra2,0,-2.075268064,0
Wdr77,0,0,0.468716895
Adora3,0,0,0
Atp5f1,0,-0.470441055,0.371201993
Sox9,0.510949294,0.582200646,1.586150955
Hnrnpd,0.346498137,0.180281129,-0.330513061
Dynlt1c,0,0,0
C1d,0.726396601,0,0.505003993
Gm2a,0,0.738184197,1.457965233
Krit1,-0.28757042,-0.389214696,-0.77998859
Clcn4-2,-0.27985599,-0.364184495,-0.388748323
Vmn2r88,0,0,0
Grm6,0,0,9.126265598
Sema4f,1.463165993,1.554343035,1.842896781
Hk2,-0.235684269,-0.909870089,-0.462760944
Myo18a,0.210109795,0.372171467,-0.711672641
Sez6,4.598753692,0,0
Haao,0,0,0
Cd52,-4.705333863,-3.943271311,-3.886669213
Abhd15,0,0,0
Hoxb6,0,0,0
Loxl3,0.45088482,0.924905929,0.447910324
Tcl1b5,0,0,0
Btn1a1,3.169716279,3.079654739,2.749601829
Kat2b,0,0,0
Rab5b,0,0,0
Cryba1,0,0,0
Dnmt3l,0,0,0
Aire,3.244890929,8.953547608,10.1897607
Icosl,0,1.235646786,0
Spg7,0.579389242,0.457279205,0
Sult5a1,2.299370082,2.884348819,2.881005512
Rpl13,0.583243126,0,0.343073396
Chmp1a,0.410503746,0,0.756055087
Rpa1,0.616058457,0.861570837,0.295385842
Serpinf1,-0.313722368,0,0.545867415
Tubgcp3,0,0.368982101,0
Oprm1,0,0,0
Polr3d,-0.863769595,-1.10064132,-0.816137319
Tcf7,1.727880521,1.834044873,1.369629357
Ddx3x,-0.257245558,-0.620851621,-0.745831016
Il12rb1,0,0,0
Slc5a5,-1.99714316,0,-1.485533799
Kcnn3,0,0,1.240589027
Usp32,-0.376617572,-0.948502359,-0.968807773
Car4,0,0,10.29049217
Txnrd3,0,-0.604582982,0
Fasl,0,0,0
Znf512b,0.326568127,0.848815617,0
Dnajc5,-0.309560122,-0.164666563,0
Tpd52l2,0.192036908,0,0
Fmr1,0.291369592,0,-0.442349801
Bcl11a,0.831394567,1.096649081,0.837324426
Il4,0,0,0
Pxmp4,0,0.625776826,0.839844155
Dlg3,1.285334689,1.328702059,0.678380726
Gnb1l,0,0,0.767681253
Dbh,0,0,0
Mmp11,0.549618699,1.227208834,0.797137887
Smarcb1,0.585181899,0.620766307,0.980097148
Vpreb3,0,0,0
Hip1r,0.597525185,0.354520053,1.199609013
Nsun5,0,0,0
Top1mt,0,0,-0.788037527
Hoxa10,0,0,0
Hoxa4,0,0,0
Snrpn,1.18026736,0.89494833,0.94779238
Mmp14,-1.21382565,-0.735023323,0
Slc7a7,-1.228376257,0,0
Oxa1l,0.33327386,0.647731715,0.957288071
Heatr6,0,0.41304489,0
Ccl3,-8.2300872,-5.960919042,-6.501287206
Expi,0,0,0
Icam4,0,0,1.512202803
Ilf2,0,0.275755435,0
2500003M10Rik,0.528904671,0.348867353,0.281454813
Snapin,0.271699707,0,0.298391491
S100a4,-3.93196879,-4.740425239,-3.522392003
S100a3,-4.314169686,-8.058918112,0
S100a5,0,0,0
S100a6,-4.936822415,-6.545203378,-4.118523478
Scn4a,-2.860921555,-2.23597602,-2.010081067
Icam2,2.411080772,2.925917393,3.88237407
Mapk7,0.183257089,0.220072513,0
Epn2,-0.563012465,0,-0.529866211
B9d1,0.859646809,0.745414107,1.448638554
Sec24b,-0.516818291,-0.51644167,-0.567533995
N4bp3,0,-0.638227963,-1.73552848
Rmnd5b,-1.087341208,-0.488261632,-0.390883926
Nhp2,-0.832937481,-1.444503752,-1.077750606
1300018I17Rik,0.387120378,0.93436354,0.777171366
Zfp276,-0.334272162,0,0
C1ql4,0,0,2.990581362
Mfsd10,0,0,0.667836064
Luzp1,-0.6096491,-0.512242312,-1.023428619
Slc13a2,0,0,0
Kctd10,-1.388204353,-1.664715222,-1.406531719
Poldip2,0.627859959,0.556280078,0.721439353
Sebox,0,0,0
Ift20,0,0,-0.318723251
Col6a1,-1.291369268,-0.885692559,-1.08467275
Pcbp3,0,0,0
Lgals9,-5.363926058,-4.410417015,-3.451629117
Araf,0,0,0
Cfp,0,0,0
Timp1,-3.433485084,-3.293404799,-1.194442496
Uxt,0,0,0
Cnnm3,0.670229391,0.811075685,0.790760777
Lman2l,0,0,0
Mcm3ap,0,0,0
Pcnt,0.556989139,0.645380443,-0.210293547
Ftcd,0,0,8.632723507
Mxd1,-0.605700569,-0.485642229,-0.403542267
Gmcl1,0.569818438,0.305587941,0.352088843
Snrnp27,0,-0.389903849,0
Oas1c,0,0,0
Oas1h,0,0,0
Ocrl,0.327031149,0.716378454,0
Calm1,-0.396902683,-0.547388285,-0.309289176
Agpat3,-0.424940111,0,-0.4448226
Slc26a3,0,0,0
Sema6b,-1.303654283,-1.329954463,-1.808524493
Uhrf1,1.533851109,1.32024092,0.863588976
Dpp9,-0.53394929,-0.40867799,0
Ramp2,3.188115088,3.229650891,4.54860409
Lsr,0,0,-0.83990745
Gramd1a,0.572930333,0.726258625,1.393640701
Hpn,0,0,1.940933291
Gabrg1,0,0,0
Ckb,-1.187163166,-1.567702899,-1.52034746
Sp1,0.206026637,0.270384887,0
Itgb7,0,0,0
Myg1,0,0.409650506,0
Rarg,0,1.042200584,0
Pfdn5,-0.3707167,-0.518273645,-0.775706313
Efnb2,-1.089765788,-0.593689323,-1.058484975
Rrp15,-0.753373733,-1.051754598,-1.305397408
Rnd2,-0.50321487,0,1.059211297
Srr,0.435389054,0.870382987,0.614046752
Sync,-3.432776373,-3.346138773,-4.324306617
Fndc5,-3.207018765,-2.881930746,-3.209959184
Acp5,-2.472512176,0,0
Cnn1,-8.110108348,-6.3292475,-1.753817171
Fbxo9,-0.279203461,0,0
Ccdc132,-0.488588264,-0.8182188,-0.727985136
Apbb3,0.750295445,0.739784006,0.445155066
Hars,-0.518505025,-0.531410441,0
Zmat2,0,0,-0.240818987
Ube2c,0.346092834,0.711012118,0
Smg5,-0.413982267,-0.257118294,-0.26647347
Cct3,0,-0.56796248,-0.796066596
Rhbg,0,0,0
0610031J06Rik,-0.81122846,-0.482070153,0.32914364
Mef2d,-1.302023781,-1.164094625,-1.547113608
Tmem79,1.625626439,1.667615004,1.401324505
Snd1,0.222155554,0.192243686,0
Col18a1,1.279172766,1.489339476,2.584577611
Slc19a1,0,0,0
Kpnb1,0,0,-0.262632896
Npepps,-0.819669929,-0.952054247,-0.90214841
Tbx21,0,0,0
Mrpl10,-0.278303334,0,0.249729648
Cyp51,-0.603282404,-0.589345177,-1.442256249
Tcf25,-0.567138831,-0.471424313,-0.173060498
Tubb6,-4.584978677,-4.301913475,-3.023013755
Def8,1.271424657,1.520765726,0.930897287
Meox1,0,1.32231909,2.730539562
Sost,-2.829877433,-2.493037467,0
Nkx2-1,-3.90852618,-5.725975533,3.642805403
Pax9,1.987662555,3.433101269,4.152584664
Irx2,1.121971442,1.064824808,0.607354698
Col1a1,-2.357346636,-2.236265497,-1.082771029
Itga3,-1.580555401,-2.438684465,-1.558964095
Sgca,-4.50411249,-4.051893222,-0.943332718
Dlx3,1.860217018,1.960034005,0.987500045
Foxm1,0,0.920232802,0
Itfg2,0,0,0
Nrip2,-2.371160827,2.367371418,4.637761755
Tulp3,0,0,-0.292410118
Gtf2h4,0,0,0
Tubb5,0.595505631,0.537738905,0.367851035
Ell2,-2.505502406,-2.120933629,-1.96472963
Jup,-0.968826445,-0.921808437,-0.713919987
Fkbp10,-1.731663139,-1.802142616,-1.325092436
Klhl10,0,0,1.815454822
Mnx1,0,0,0
Nom1,-0.556308918,-0.600416602,-0.858560224
Ergic1,-1.302916698,-0.806256948,-1.016336114
Tnk1,3.644543973,5.229980709,5.190269579
Acap1,0,0,2.719404017
Tcea3,-3.139295992,-2.11731294,-0.748916635
Csn3,0,0,0
Ifrd1,-2.129052097,-2.107624736,-2.008064276
Stk38l,-1.689810657,-1.2065037,-0.607436996
Brpf1,0,0,0
Akr1b3,0.562716522,0,0.563768075
Hoxc13,-4.986080114,-5.6972894,-6.101270765
Hoxc11,0,0,0
Hoxc8,0,0,0
Hoxc6,0,0,0
Gstt1,0,0,0
Gstt3,1.743467829,2.425551078,2.321167541
Ddt,0,0.527899046,0
Tat,0,0,0
Marveld3,3.339887905,6.263034737,3.659716261
Ddx18,-0.330730115,-0.453972783,0
Ubl3,-1.206931063,-1.217952156,-0.917343834
Gramd3,0,-0.478086293,0.52874991
Eef1e1,-0.369986587,-0.890697832,0
Akt1,-0.328857432,-0.355449681,0
Cldn15,0,-1.599754326,0
Il16,1.813641027,2.53412115,2.524302039
Tcirg1,-1.022024139,-0.843208491,0
Naglu,-1.124233764,0,0
Coasy,1.358519761,1.203183298,1.44710126
Smo,0.382129374,0.488387186,0.381598362
Tspan33,-2.55020571,-1.23156048,-2.107609517
Crnkl1,0.384209939,0,0
Rin2,0.30885379,0.630235831,-0.38251613
Folh1,0,0,0
Chordc1,0,-0.575425953,-0.556003818
D10Wsu52e,-0.274395504,-0.465873466,-0.231850017
Pwp1,0,-0.454121115,-0.417585305
Fbxo7,0.817040941,1.1215138,0.758196615
Capns1,-1.690692384,-1.644187519,-1.341854555
Lrp3,0.799866945,1.285432166,0.977756123
Dsg4,0,0,0
Evx2,0,0,0
Hoxd13,-9.946124868,-6.363410464,-5.084263558
Hoxd12,0,0,0
Folr1,-3.681724287,-4.683052688,-3.867281283
Clpb,-0.355390823,0,0
Sep-07,-0.449543637,-0.882033589,-1.08921856
Zdhhc4,0.259775082,0.783854819,0
Rac1,-0.776773777,-0.769923018,-0.88285048
Nup214,0,0.466529685,0
Aif1l,-0.689308192,-1.353843732,-1.227415094
Cpa3,0,0,0
Ltbp1,-2.22843491,-2.030289574,-0.929774483
Ugp2,0,-0.339061885,-0.493093526
Kcnh6,0,0,0
Trmt1,-0.529402813,-0.69204289,-0.61130595
Nacc1,0.367619378,0.546809823,0.589116397
Nfix,-0.970506589,0,-1.774968016
Slc1a5,0.381464609,0,0.739508381
Uba1,-0.237575321,-0.195044085,-0.31524995
Vwf,0,0,2.115609738
Siae,0,1.376061818,1.107402594
Vsig2,6.162766352,4.172096703,5.352159524
Esam,3.974730786,4.896957348,4.650401869
Spa17,1.217643543,1.549356855,2.147447738
Fam50a,-1.110579686,-1.231366141,-1.372254518
Emd,-1.228537802,-0.902843475,-1.201707684
Taco1,0,0,-0.50729657
Grik3,-3.432750692,-1.529712531,-1.804771858
Gria3,-2.546588756,-2.318572693,-2.027097777
Npas1,0,0,0
Sipa1l2,0,-0.395656022,0
Ap4e1,0.428360386,0,0
Blvra,0.670832669,0.89792301,0.884853081
Pdzd4,1.089254549,1.000091426,0.601966845
Srpk3,-2.395141661,-2.179822431,-1.09615518
Idh3g,0,0,0
Pnck,1.808386421,2.224629947,2.202405574
Ssr4,-0.607370245,-0.389367043,0
Bcap31,-1.193150962,-1.36868054,-0.635756902
Fam98a,0,0,-0.808298534
Ltbp2,-7.005696042,-6.705205585,-5.971987482
Mll1,0.467847811,0.577050198,-0.364167499
Ift46,0,0.555187987,0.300898803
Tmem25,3.040523559,2.625867644,1.826687507
Cd3g,0,0,-9.703580978
Trappc6a,0.97194251,0.880470131,2.027090321
Supt6h,-0.713551689,-0.470951542,-1.146848784
Spag5,1.749678966,1.944761052,1.042514168
Foxn1,3.465248759,5.037098133,12.04169146
Unc119,1.091381805,1.018449714,1.427298358
Rab34,0,0,0
Sdf2,-1.296854004,-1.090947925,-0.718377967
Ccne1,1.302107266,1.269273285,0.501184574
Hsf2bp,0,0,0
Bbc3,-4.494440697,-4.646301978,-3.433234639
Mybpc3,-1.736573947,0,3.174447947
Psmc3,-0.358367606,-0.624677154,-0.768021786
Acp2,0,0,0.495259484
Rapsn,-3.235162469,-2.478973671,-3.856364135
Slc39a13,-1.558179405,-0.829590765,-1.334356583
Celf2,-1.338149735,-0.874289315,-1.406691019
Nr1h3,-3.738092881,-2.912615273,-2.174363088
Ddb2,2.428668019,2.992892719,2.565474994
Sfpi1,-3.842302013,-2.952426198,-2.59992707
Sf3a1,0,0,-0.336916061
Stat6,-1.97280068,-1.612033083,-1.083564512
Clgn,1.753193381,2.190750074,0
Napsa,-2.078173582,-2.301052919,0
Vrk3,-0.61725413,-0.285099461,0
1500002O20Rik,-0.721664461,-0.235735937,0
Paxip1,0.268418991,0.6156422,-0.295181311
Rmnd5a,0.48305778,0,0
Mov10,0.525737285,0.980527527,0.579487168
Ppm1j,-1.68367809,-1.271647397,1.090183374
Rhoc,-1.391614178,-1.967317456,-0.834378861
4930432K09Rik,0,0,0
Tead3,-0.380875227,0.312576596,-0.460736685
Ppard,-1.401188159,-1.144911288,-1.004928961
Def6,-3.027837295,-2.328319676,-2.42364973
Peg3,-0.218882789,0.313052285,0
Zim1,-0.938350367,0,-0.917394598
Metrn,1.332181744,1.631622484,1.432798761
Lmf1,0.660692403,1.042239159,0.956381439
Narfl,-0.545378417,-0.296910438,0
Angptl4,-0.337820179,-0.560710613,1.042975124
Rab11b-ps2,0,2.09844773,0
Dbf4,0.562281944,0.334101108,0
Daxx,0.360287467,0.362593681,0.30978171
Cd320,0.893527321,0.470878834,1.158145212
Ipo4,-0.840191834,-0.956169762,-0.91549624
Tm9sf1,0,0.235358003,0
Rec8,2.53021024,4.426291312,11.78630165
Irf9,0,0,0
Gmpr2,0,0,0
Mdp1,0.327381692,0,0
Dhrs1,0.4220683,0.510458394,0.771974612
Ncan,2.909035506,2.92168567,1.730385818
Tmem161a,-0.510831252,0,0
Armc6,-0.575305146,-0.614436733,-0.435826775
2310045N01Rik,0,0,0
Slc25a42,-0.986527623,0,-0.463474871
Snx9,-0.29622402,-0.612621624,0
Ranbp3,0,0,0.233861278
Ndufa11,-0.773893095,-0.563902063,0
Bmp8b,-1.17482951,0,0
Nr2f6,0,-0.489987813,0
Use1,0.497499583,0.523201007,0.837491579
Ocel1,-1.212446196,0,0
Dyrk1b,0.406117753,0.837783478,0
Braf,0.376607404,0.395712184,-0.2801505
Ndufb2,0,-0.457206911,0
Hltf,0.651633127,0.722897495,0
Prpf6,-0.294844887,-0.33723435,-0.508970561
Rgs19,-0.275221283,-0.289670448,0
Rgs20,0,0,0
Abhd3,0,0,0
Snrpd1,0,-0.8139552,-0.699179458
Tchp,0,0,-0.393502607
Tiam1,1.27682034,1.746882957,1.188698526
Tsc2,-0.35664791,0,0
Rpl3l,0,0,0
Slc9a3r2,-1.434763474,-0.957169057,-1.033540031
Puf60,-0.288184964,-0.212353796,-0.389034545
Golga2,-0.967097499,-0.579981952,-0.987285837
Uck1,0,0,0.355890186
Scin,0,0,0
Ikzf4,0.405696118,0.878537607,0
1810046J19Rik,-0.525942697,-0.703611855,0
Pon1,0,0,0
Axl,-2.332566981,-2.219393389,-1.306004951
Tgfb1,-2.36360448,-2.184206783,0
Ccdc97,-0.826503098,-0.436090452,-0.706898529
Zfp40,1.647012924,0.881025412,1.186956488
Akap8l,0.722383761,0.597566539,0
Shh,7.64203573,4.168738717,9.144920908
Pdcd2l,0,0,0
Gtf2f1,-1.1649993,-1.054131003,-1.568569466
Clpp,-0.763631235,-0.920091287,0
Alkbh7,0,0,0
Pspn,0,0,0
Dennd1c,0,2.199313511,0
Med6,0.297083819,0,0.464643811
Prkd1,0,0,0
Lcp2,0,0,0
Cse1l,0.745545696,0.409651935,0
Naa20,-0.517901697,-0.773080915,0
Prkra,1.116433415,1.04731343,0.965688029
Fkbp7,0.817247531,1.079850363,0.575093062
Plekha3,-0.530684033,-0.833892974,-0.328047934
Ykt6,-0.666830489,-0.575198686,-0.415419018
Baz1b,0.555579644,0.673402072,0
Pex6,0,0,0
Mrpl2,0,0,0
Mea1,-0.639586033,-0.790633632,-0.986631504
Gnmt,0,0,0
Grin2d,0,0,0
Kdelr1,0,0,0
Tmem143,0.386797457,0.719430273,0.655423654
Pdxk-ps,0,0,0
Ggct,0,0,0
Jag2,1.120999461,0.315169081,0.608100068
Btbd6,1.078096113,1.732148879,0.852402635
Nudt14,1.022162947,0.968051648,1.581092217
Epdr1,0,0,0.932812779
Flii,-0.516521116,-0.438216931,-0.609294421
Top3a,0.35252006,0.613738838,0.436477169
Atg4d,-0.427210434,0,0
Qtrt1,0,0,0
Plin4,0,0,0
Hdgfrp2,0,0,-0.217697336
Chaf1a,0.862522302,1.362554096,0.294360543
Adprh,0.358648659,0.366968196,0.680046302
Tmem39a,-0.267599446,0,0
4930455C21Rik,-0.7223906,-0.870170281,-0.446421316
Pla1a,0,0,0
Mcm2,0.563758725,0.816311933,0.284013606
Tpra1,0,0.406522985,0.57684471
Nab1,-2.188242951,-1.891173008,-1.04143375
Cd97,-0.677944731,-0.515898507,-0.648327068
Il17ra,-1.446701095,-0.846763508,-0.785120015
Lamb1,-0.838267556,-0.796013894,-1.030885043
Kcnn1,3.293626486,4.063545933,2.74536534
Arrdc2,1.120271761,1.179566976,1.166987367
Ppp1r17,2.995705116,0,3.103374887
Cd36,-4.759423309,0,-2.394330414
Map2k7,0,0.478892677,0
Timm44,0,0,0
Ap2a2,-0.512016636,-0.669394661,-0.483863969
Pnkp,-0.574436447,-0.359613094,-0.553927331
Med25,0,0.244474857,0.446558442
Bcam,1.609735832,1.314714971,0.617738229
Clptm1,-1.14043878,-0.86891139,-0.738451473
Relb,-2.61649087,-2.643885212,-2.257512396
Tomm40,-0.807073823,-0.809435496,-0.544540265
Apoe,-3.005499911,-2.022052404,-2.099323764
Apoc2,-4.038885523,-4.033413854,-4.754800455
Hbp1,0,0.297010055,0
Prkar2b,1.134794288,0,0.305254634
Cdkn1b,0.412820806,0.539736736,-0.332604409
Klf4,-0.661422275,-0.782004361,-1.087235933
Ap1m1,-0.651936479,-0.454256363,-0.573473606
Rab8a,-0.368684485,-0.466340089,-0.768655151
Hmgn2,1.966763985,2.224358813,1.369092283
Fam32a,-0.71336787,0,-0.696136744
Elf3,1.859157103,2.197890493,3.220852175
Cyp2c29,0,0,0
Stard3nl,0,0,0
Stk11,-0.307298611,-0.341803,-0.349321583
Efna2,0.505788019,0.744854663,0.91863698
Atp5d,-0.87955478,-0.941815501,0
Ppp5c,-0.897394057,-0.81026465,-0.293223495
Cdk12,-0.269161529,-0.212202301,-0.727661973
Lipe,1.057193403,1.262147526,1.08684491
Pafah1b2,0,-0.180090271,0
Tbc1d8,-0.633030685,0,0
D1Bwg0212e,-0.263209915,-0.335729712,-0.401272084
Slc2a3,0.734071039,0,0.727801261
Foxj2,-0.904242846,-0.663445587,-1.027264848
Sri,-0.617215327,-0.542860689,0
Dgcr2,0.497104401,0.662756242,0.821302912
Mical3,0,0.41396372,0
Irf3,-0.354380381,-0.27334162,-0.274627856
Bcl2l12,0.481116873,1.015188544,0.516069936
Zfp959,0,0,0
Mpnd,0.981004245,1.050000919,0.843100914
Sh3gl1,-0.696813515,-0.622592935,-0.222746075
Ebi3,-3.651230179,0,-3.476993899
Ccdc94,0,0,0
Ranbp2,0,-0.38940156,-0.930632138
Edar,2.820261632,4.907712493,2.824566542
Grk5,0,0,-0.83439183
Dvl3,0,0,-0.366760238
Abcf3,0,0,0
Eif2b5,0,-0.349752213,-0.49090048
Cyth2,0,-0.255878132,0
Sult2b1,0,0,0
Car11,1.395008633,2.16312952,2.377028149
Dlgap1,-1.580862968,-1.921791425,-1.077210896
Plag1,1.925525625,1.669476739,1.378960039
Hck,-3.863100293,-2.977104306,0
Mrpl4,0,0,0.884230214
Keap1,0,0,-0.500636527
Ap1m2,7.19283164,6.548337717,6.607666587
Glg1,0,0.314690677,0
Atp8b3,0,0,0
Btbd2,0.418427673,0.803381516,0.619377595
Csnk1g2,0,0,0
Fam108a,0,0,0.327911891
Mob3a,-1.397512801,-1.309029695,-1.033977094
Cacnb3,0.313283219,0.321163269,0
Ccdc65,0,0,0
Fkbp11,1.267719902,0,0
Ddx23,0,0,-0.639027189
Pld3,-1.469506112,-0.660967654,-0.405231555
Grik5,0.740546078,0.525771122,0.451857276
Cd79a,-2.114516804,-2.896471966,-2.009987439
Rabac1,-0.441367848,-0.469296344,0
Etv3,-0.264679488,-0.372843766,0
Prkcsh,-0.789603174,-0.775007156,-0.242504306
Elavl3,0,0,0
Rab3b,1.439499375,1.73541797,-1.355733199
St8sia6,0,0,0
Fcgrt,0,1.597298989,1.714838815
Nosip,-0.855565661,-0.537205782,-0.602380214
Pih1d1,-0.653337484,-0.392743442,-0.468597801
Rps11,0,0,-0.288577111
Supt5h,-0.664536125,-0.38483567,-0.739087209
Dll3,0,0,0
Paf1,0,-0.188586419,-0.609995386
Timm50,0.284759673,0,0.382221774
Med29,-1.489503597,-0.863937363,-1.361947834
Bicd1,0,-0.737836911,-0.506368279
Ncstn,-0.959323018,-0.396904898,-0.632174785
Pex19,-0.37212556,-0.557557489,-0.691136222
Phyhip,1.649400159,0,0
Crhr2,0,0,2.955743322
Inmt,0,0,0
Cyp4f18,0,0,0
Impdh1,-0.73173138,-0.838046003,-0.450579759
Psg18,0,0,0
Dusp3,-2.891025861,-3.004452512,-1.885625651
Prodh,0.690742641,0,1.201866899
Dgcr14,0,0.297991176,0.380312126
Slc25a1,-0.500502405,-0.364865996,0
Dgcr6,0.493746226,0.630977433,1.038718216
Ddr1,-2.553555739,-2.185690492,-1.6268291
Ier3,-4.694503124,-4.778839126,-2.906318866
Fosb,-6.41037757,-7.114908352,-3.175708374
Klc4,0,0,0.353416116
Ercc1,-2.017436214,-2.20936742,-1.221635439
Cyp17a1,0,0,0
As3mt,2.126240546,2.225108021,2.138376167
Homer3,-0.345165367,-0.410788386,0.287931283
Crtc1,0.637867842,1.158154551,0.545264978
Rnf215,0,0,0
Sec14l2,1.103163605,0,1.164502349
Aven,0,-0.778615424,-0.348300502
Cp,-2.950030964,0,-2.997185053
Crot,1.194311345,0.624545375,1.072195236
Rps6ka1,0,0,0.963541502
Calb2,0,0,0
Snrnp200,0,0,-0.30783197
Ciao1,-1.222884017,-1.185090944,-0.932448437
Has1,0,0,0
Taf6l,0.716779971,0.644265933,0.848123065
Insig2,-0.374424055,-0.575697608,-0.347370249
Kpna6,-0.81105551,-0.739949727,-0.868251167
Man1a,-4.235103354,-3.136612665,-1.216368049
Itpkc,-0.53837242,-0.596339797,0
Adck4,0.630827985,1.140937541,1.251859438
Brd8,0.525151616,0.670960834,0
Kif20a,1.176840851,1.314700949,0
Farsa,-0.372723796,-0.413794095,0
Gcdh,1.185993339,1.279528251,1.073622646
Mast2,0,0,-0.383175478
Dnase2a,0,0,0
Rad23a,-0.456670592,0,0
Calr,-1.189534088,-1.092732888,-1.774863689
Syce2,2.636164459,2.388989497,2.135875423
Nfat5,-0.406175683,-0.399082455,-0.723111379
Nob1,-0.257598661,-0.549371879,0
Nqo1,0,0.9066824,1.607230378
Ppfia3,0.742292221,1.3854628,0
Gys1,0,0,0
Ruvbl2,0,-0.399404774,0
Lin7b,0,0,0
Bax,-2.624911586,-2.580493409,-1.795607296
Il7r,-7.689729158,-4.214756737,-4.297892326
Tfam,0.711952415,0.255477985,0.549245805
Zfp81,0.583037362,0.326188346,0
Efnb3,2.459994399,2.652287626,3.209485508
Mmd,0.201421597,0,-0.319716577
Hlf,1.062962867,1.458125626,1.232092539
Fam162a,0,-0.599610277,0.526065861
Rpl8,0.241462581,-0.500348824,0
Grm3,0,0,0
Ssbp2,0.283934275,0,-0.589754366
Fancl,1.641224429,1.971242345,1.708403309
Fam5b,0,0,0
Gstm5,0.76707947,0,0.935915078
Gstm7,2.140591303,2.609914746,2.312300768
Gstm3,0,0,0
Stat3,-1.921359905,-1.438514098,-1.217813263
Stat5a,-1.31972029,-1.418967322,-1.519019459
Ptrf,-4.496069324,-4.955544111,-3.318507301
Map3k11,0,0.309022355,0.369878228
Akt2,-0.735481274,-0.389463986,-0.75432919
Dnaja3,0,0,0
Hmox2,0,0.298238316,0.460870097
5730403B10Rik,0,0.465358209,0.460758547
B230120H23Rik,-2.806368104,-2.777851393,-1.823435499
Cwc15,-0.347937171,-0.380244026,-0.295281326
Col5a3,-4.029254639,-3.431034262,-3.107069364
Dnmt1,0.390560752,0.835213583,0
