gene.name,BA1,BA2,PBA,BIO,BIOw1,BIOw2,MUT1,MUT2,MUT3
Kcnj8,0,1,1,1,0,1,0,0,0
Abcc9,0,0,1,1,1,1,0,0,0
Rad18,0,0,0,0,0,0,0,0,0
Sspn,0,0,0,0,0,0,0,0,0
Bhlhe41,0,0,0,0,0,0,0,0,0
Srgap3,0,1,0,0,0,0,0,0,0
Rassf8,0,0,0,0,0,0,0,0,0
Lrmp,0,0,0,0,0,0,0,0,0
Thumpd3,0,0,0,0,0,0,0,0,0
Kras,0,0,0,0,0,0,0,0,0
Bcat1,0,0,0,0,0,0,0,0,0
Mtmr14,0,0,0,0,0,0,0,0,0
Cpne9,0,0,0,0,0,0,0,0,0
Ogg1,0,0,0,0,0,0,0,0,0
Camk1,0,0,0,0,0,0,0,0,0
Etnk1,0,0,0,0,0,0,0,0,0
Ttll3,0,0,0,0,0,0,0,0,0
Cidec,0,0,0,0,0,0,0,0,0
5730419I09Rik,1,1,1,0,0,0,0,0,0
Il17rc,0,0,0,0,0,0,0,0,0
Cmas,0,0,0,0,0,0,0,0,0
St8sia1,1,1,1,0,0,0,0,0,0
Creld1,0,0,0,0,0,0,0,0,0
Tmem111,0,0,0,0,0,0,0,0,0
Itpr2,0,0,1,0,0,0,0,0,0
Med21,0,0,0,0,0,0,0,0,0
1700023A16Rik,0,0,0,0,0,0,0,0,0
Sec13,0,0,0,0,0,0,0,0,0
Ccdc91,0,0,0,0,0,0,0,0,0
Atp2b2,0,0,0,0,0,0,0,0,0
Far2,1,0,1,0,0,0,0,0,0
Ergic2,0,0,0,0,0,0,0,0,0
Tmtc1,0,0,0,0,0,0,0,0,0
Slc6a11,0,0,0,0,0,0,0,0,0
Caprin2,1,1,0,0,0,0,0,0,0
Slc6a1,0,0,0,0,0,0,1,0,0
Dennd5b,1,1,0,0,0,0,0,0,0
Atg7,0,0,0,0,0,0,0,0,0
Vgll4,0,0,0,0,0,0,0,0,0
1500001M20Rik,0,0,0,0,0,0,0,0,0
Timp4,0,0,0,0,0,0,0,0,0
Cand2,1,1,0,0,0,0,0,0,0
BC060267,1,1,1,0,0,0,1,0,0
Mbd4,1,1,1,0,1,0,0,0,0
Ift122,1,1,1,0,0,0,0,0,0
Rho,0,1,0,0,0,0,0,0,0
Klrb1c,0,0,0,0,0,0,0,0,0
Necap1,0,0,0,0,0,0,0,0,0
C530028O21Rik,0,1,0,0,0,0,0,0,0
Ing4,1,1,1,0,0,0,0,0,0
Mrpl51,0,0,0,0,0,0,0,0,0
Cd27,0,0,0,0,0,0,0,0,0
Vamp1,1,1,0,0,0,0,0,0,0
Ltbr,0,0,0,0,0,0,0,0,0
Scnn1a,0,0,0,0,0,0,0,0,0
Tnfrsf1a,0,0,0,0,0,0,0,0,0
Cd9,0,0,0,0,0,0,0,0,0
Akap3,0,0,0,0,0,0,0,0,0
Dyrk4,0,0,0,0,0,0,0,0,0
Rad51ap1,0,1,0,0,0,0,0,0,0
D6Wsu163e,0,0,0,0,0,0,0,0,0
Prmt8,0,0,0,0,0,0,1,0,0
Tspan11,0,1,1,1,1,0,0,0,0
Tspan9,0,0,0,0,0,0,0,0,0
Tead4,0,0,0,0,0,0,0,0,0
Fkbp4,0,0,0,0,0,0,0,0,0
Pzp,0,0,0,0,0,0,0,0,0
Klrb1a,0,0,0,0,0,0,0,0,0
Clec2j,0,0,0,0,0,0,0,0,0
Clec2h,0,0,0,0,0,0,0,0,0
Clec2i,0,0,0,0,0,0,0,0,0
Ceacam12,0,0,0,0,0,0,0,0,0
Ceacam11,0,0,0,0,0,0,0,0,0
Psg28,0,0,0,0,0,0,0,0,0
Strn4,0,0,0,0,0,0,0,0,0
Slc8a2,1,1,1,0,0,0,0,0,0
2810007J24Rik,0,0,0,0,0,0,0,0,0
Mzf1,1,0,0,0,0,0,0,0,0
Slc27a5,0,0,0,0,0,0,0,0,0
2900092C05Rik,0,0,0,0,0,0,0,0,0
Zfp606,1,1,1,0,0,0,0,0,0
Zik1,1,1,1,1,1,0,0,0,0
Mark4,0,0,0,0,0,0,0,0,0
Ckm,0,0,0,0,0,0,0,0,0
Ercc2,0,0,0,0,0,0,0,0,0
Rtn2,0,0,0,0,0,0,1,0,0
Ppm1n,0,0,0,0,0,0,0,0,0
Vasp,0,0,0,0,0,0,0,0,0
Gipr,1,0,1,0,0,0,0,0,0
Qpctl,0,0,0,0,0,0,0,0,0
Dmpk,0,0,0,0,0,0,0,0,0
Dmwd,0,0,0,0,0,0,0,0,0
Nova2,1,1,1,0,0,0,0,0,0
Pglyrp1,0,0,0,0,0,0,0,0,0
Pdcd5,0,0,0,0,0,0,1,0,0
C80913,0,0,0,0,0,0,0,0,0
Pop4,0,0,0,0,0,0,0,0,0
Zfp939,0,0,0,0,0,0,0,0,0
Lilra6,0,0,0,0,0,0,0,0,0
Ttyh1,0,0,0,0,0,0,0,0,0
2210411K11Rik,0,0,0,0,0,0,1,0,0
Rpl28,0,0,0,0,0,0,1,0,0
Sbk2,0,0,0,0,0,0,0,0,0
U2af2,0,0,0,0,0,0,0,0,0
Zfp583,0,0,0,0,0,0,0,0,0
Zfp273,0,0,0,1,0,0,0,0,0
Cyfip1,0,0,0,0,0,0,0,0,0
Oca2,0,0,0,0,0,0,0,0,0
Herc2,0,0,0,0,0,0,0,0,0
Nipa2,0,0,0,0,0,0,0,0,0
4933421I07Rik,0,0,0,0,0,0,0,0,0
Psd3,0,0,0,0,0,0,0,0,0
Siglecg,0,0,0,0,0,0,0,0,0
Zfp719,0,0,0,0,0,0,0,0,0
Csrp3,0,0,1,0,0,0,1,1,0
Zdhhc13,0,0,0,0,0,0,0,0,0
Ceacam18,0,0,0,0,0,0,0,0,0
Siglece,0,0,0,0,0,0,0,0,0
Cyp2b10,0,0,0,0,0,0,0,0,0
Lypd5,0,0,0,0,0,0,0,0,0
Zfp108,0,0,0,0,0,0,0,0,0
Tdrd12,0,0,0,0,0,0,0,0,0
Slc7a9,0,0,0,0,0,0,1,0,0
C230052I12Rik,0,0,0,0,0,0,0,0,0
Rhpn2,1,1,0,0,0,0,0,0,0
Slc7a10,1,0,0,0,0,0,0,0,0
Gas2,1,1,0,0,0,0,0,0,0
Kctd15,1,0,1,0,0,0,0,0,0
Slc17a6,0,0,0,0,0,0,0,0,0
Prmt3,0,0,0,0,0,0,0,0,0
Dbx1,0,0,0,0,0,0,0,0,0
Asb7,0,0,0,0,0,0,0,0,0
Lass3,1,0,1,0,0,0,0,0,0
Snrpa1,0,0,0,0,0,0,0,0,0
Pcsk6,0,0,0,0,0,0,0,0,0
Tarsl2,0,0,0,0,0,0,0,0,0
Tjp1,0,0,0,0,0,0,0,0,0
Fam189a1,0,0,0,0,0,0,0,0,0
Apba2,1,1,0,1,1,1,1,0,0
Mphosph10,0,0,0,0,0,0,0,0,0
Mtmr10,0,0,0,0,0,0,0,0,0
Trpm1,1,1,0,1,1,1,0,0,0
Chrna7,0,0,0,0,0,0,0,0,0
Crtc3,0,0,0,0,0,0,0,0,0
Blm,0,1,0,0,0,0,0,0,0
Furin,0,0,0,0,0,0,0,0,0
Hddc3,1,1,1,0,0,0,0,0,0
Unc45a,0,0,0,0,0,0,0,0,0
Vps33b,0,0,0,0,0,0,0,0,0
Iqgap1,0,0,0,0,0,0,0,0,0
Cib1,0,0,0,0,0,0,0,0,0
Sema4b,0,0,0,0,0,0,0,0,0
Idh2,0,0,0,0,0,0,0,0,0
Mesp2,0,0,0,0,0,0,0,0,0
Mesp1,0,0,0,0,0,0,0,0,0
Pex11a,1,0,1,0,0,0,0,0,0
Plin1,0,0,0,0,0,0,0,0,0
Rhcg,0,0,0,0,0,0,0,0,0
Nr2f2,0,0,0,0,0,0,0,0,0
Pgpep1l,0,0,0,0,0,0,0,0,0
Synm,0,0,0,0,0,0,1,0,0
Ttc23,0,0,0,0,0,0,0,0,0
Lrrc28,0,0,0,0,0,0,0,0,0
Mef2a,0,0,0,0,0,0,0,0,0
Rab38,1,1,0,1,0,1,0,0,0
Ctsc,0,0,0,0,0,0,0,0,0
Nox4,0,0,0,0,0,0,0,0,0
Cd22,0,0,0,0,0,0,0,0,0
Tyrobp,0,0,0,0,0,0,1,0,0
Sipa1l3,0,0,0,0,0,0,0,0,0
Dpf1,1,0,0,0,0,0,0,0,0
2200002D01Rik,0,0,0,0,0,0,0,0,0
Yif1b,0,0,0,0,0,0,0,0,0
Rasgrp4,1,1,1,0,0,0,1,0,0
Fam98c,0,0,0,0,0,0,0,0,0
Psmd8,0,0,0,0,0,0,0,0,0
Ryr1,0,0,0,1,1,0,0,0,0
Nfkbib,0,0,0,0,0,0,0,0,0
Fbxo17,0,0,0,0,0,0,0,0,0
Lrfn1,1,1,1,0,0,0,0,0,0
Pak4,0,0,0,0,0,0,0,0,0
Psmc4,0,0,0,0,0,0,0,0,0
Zfp626,0,0,0,0,0,0,0,0,0
Mfge8,0,0,0,0,0,0,0,0,0
Hapln3,1,1,1,0,0,0,1,0,0
Acan,0,0,0,0,0,0,0,0,0
Aen,0,0,0,0,0,0,0,0,0
Det1,0,0,0,0,0,0,0,0,0
Mrps11,0,0,0,0,0,0,1,0,0
Mrpl46,0,0,0,0,0,0,0,0,0
Ccdc90b,0,0,0,0,0,0,0,0,0
Tmem126b,0,0,0,0,0,0,0,0,0
Tmem126a,0,0,0,0,0,0,0,0,0
Sytl2,0,0,0,0,0,0,0,0,0
Ccdc83,0,0,0,0,0,0,0,0,0
Eed,0,0,0,0,0,0,0,0,0
Me3,0,0,0,0,0,0,1,0,0
1700019G06Rik,0,0,0,0,0,0,0,0,0
Zfand6,0,0,0,0,0,0,0,0,0
Fah,0,0,0,0,0,0,0,0,0
1700010L04Rik,0,0,0,0,0,0,0,0,0
Sh3gl3,1,1,1,0,0,0,0,0,0
4632434I11Rik,0,0,0,0,0,0,0,0,0
Rab30,0,0,0,0,0,0,0,0,0
Ndufc2,0,0,0,0,0,0,1,0,0
3200002M19Rik,0,0,0,0,0,0,0,0,0
Tmc5,0,0,0,0,0,0,0,0,0
Art2b,0,0,0,0,0,0,0,0,0
Coq7,0,0,0,0,0,0,0,0,0
Pde2a,1,1,1,0,0,0,0,0,0
Arl6ip1,1,0,0,0,0,0,0,0,0
Smg1,0,0,0,0,0,0,0,0,0
Xylt1,0,0,0,0,0,0,0,0,0
Nucb2,0,0,0,0,0,0,0,0,0
Pik3c2a,0,0,0,0,0,0,0,0,0
Ipo5,0,0,0,0,0,0,0,0,0
1110004F10Rik,0,0,0,0,0,0,0,0,0
1110006G14Rik,0,0,0,0,0,0,0,0,0
Calcb,0,0,0,0,0,0,0,0,0
Calca,0,1,0,0,0,0,0,0,0
Cyp2r1,1,0,0,0,0,0,0,0,0
Pde3b,1,1,0,0,0,0,0,0,0
Mylpf,0,0,0,0,0,0,0,0,0
Qprt,1,1,1,0,0,0,0,0,0
Kif22,1,1,0,0,0,0,0,0,0
Maz,0,0,0,0,0,0,0,0,0
2900092E17Rik,0,0,0,0,0,0,0,0,0
Mvp,0,0,0,0,0,0,1,0,0
Cdipt,0,0,0,0,0,0,0,0,0
Sez6l2,0,0,0,0,0,0,1,0,1
Kctd13,0,0,0,0,0,0,0,0,0
Stard10,0,1,1,0,0,0,1,0,0
Ino80e,0,0,0,0,0,0,0,0,0
Fchsd2,0,0,0,0,0,0,0,0,0
Klk10,0,0,0,0,0,0,0,0,0
Aldoa,0,0,0,0,0,0,0,0,0
Ppp4c,0,0,0,0,0,0,0,0,0
Tbx6,0,0,0,0,0,0,0,0,0
Plekhb1,0,0,1,0,0,0,0,0,0
Gdpd3,1,1,1,0,0,0,0,0,0
Rab6a,0,0,0,0,0,0,0,0,0
Mrpl48,0,0,0,0,0,0,0,0,0
Coro1a,0,0,0,0,0,0,1,0,0
Dnajb13,0,0,0,0,0,0,0,0,0
Sult1a1,0,0,0,0,0,0,0,0,0
Klk7,0,0,0,0,0,0,0,0,0
Ccdc101,0,0,0,0,0,0,0,0,0
Nupr1,0,0,0,0,0,0,0,0,0
Ppme1,0,0,0,0,0,0,0,0,0
Cln3,0,0,0,0,0,0,0,0,0
Nfatc2ip,0,1,0,0,0,0,0,0,0
Cd19,0,0,0,0,0,0,0,0,0
Lipt2,1,0,1,0,0,0,0,0,0
Pold3,1,1,0,0,0,0,0,0,0
Rabep2,0,0,0,0,0,0,0,0,0
Pgm2l1,1,1,0,1,1,1,0,0,0
Atp2a1,0,0,0,0,0,0,1,0,0
Syt3,1,1,1,0,0,0,0,0,0
Chrdl2,0,0,0,0,0,1,0,0,0
Sh2b1,0,0,0,0,0,0,0,0,0
Gm9755,0,0,0,0,0,0,0,0,0
Slco2b1,1,1,1,0,0,0,0,0,0
Eif3c,0,0,0,0,0,0,0,0,0
Myh14,1,1,1,0,0,0,0,0,0
Spns1,0,0,0,0,0,0,0,0,0
Lat,0,0,1,0,0,0,0,0,0
Rps3,0,0,0,0,0,0,1,0,0
Il21r,0,0,0,0,0,0,0,0,0
Dgat2,0,0,0,0,0,0,0,0,0
Il4ra,0,0,0,0,0,0,0,0,0
Nsmce1,0,0,0,0,0,0,1,0,0
Psma1,0,0,0,0,0,0,0,0,0
Jmjd5,0,0,0,0,0,0,0,0,0
Prkrir,0,0,0,0,0,0,0,0,0
Copb1,0,0,0,0,0,0,0,0,0
Zkscan2,1,1,1,0,0,1,0,0,0
Far1,0,0,0,0,0,0,0,0,0
Acer3,0,0,0,0,0,0,0,0,0
Myo7a,0,0,1,0,0,0,0,0,0
Aqp8,0,0,0,0,0,0,0,0,0
Lcmt1,0,0,0,0,0,0,0,0,0
Arhgap17,0,0,0,0,0,0,0,0,0
Slc5a11,0,0,0,0,0,0,0,0,0
Parva,0,0,0,0,0,0,0,0,0
Micalcl,0,0,0,0,0,0,0,0,0
Dkk3,0,0,1,0,0,0,0,0,0
Pak1,0,0,1,0,0,0,0,0,0
Trat1,0,0,0,0,0,0,0,0,0
Rbbp6,0,0,0,0,0,0,0,0,0
BC017158,0,0,0,0,0,0,0,0,0
Slc5a2,0,0,0,0,0,0,0,0,0
Tgfb1i1,0,0,0,0,0,0,1,1,0
Cox6a2,0,0,1,0,0,0,1,1,0
Itgam,0,0,0,0,0,0,0,0,0
Lyve1,0,0,0,0,0,0,0,0,0
Rnf141,0,0,0,0,0,0,0,0,0
Itgax,0,0,0,0,0,0,0,0,0
Adm,0,0,0,0,0,0,0,0,0
Dkkl1,0,0,1,0,0,0,0,0,0
Pycard,0,0,0,0,0,0,1,0,0
Fus,0,0,0,0,0,0,0,0,0
Tead2,0,0,0,0,0,0,0,0,0
Cd37,0,0,0,0,0,0,0,0,0
Prss8,1,1,1,0,0,0,0,0,0
Myst1,0,0,0,0,0,0,0,0,0
Bckdk,0,0,0,0,0,0,0,0,0
Vkorc1,0,0,0,0,0,0,1,0,0
Stx4a,0,0,0,0,0,0,0,0,0
Stx1b,0,1,0,0,0,0,0,0,0
Fbxl19,1,1,1,0,0,0,0,0,0
Bcl7c,1,1,0,0,0,0,0,0,0
Phkg2,0,0,0,0,0,0,0,0,0
Rnf40,0,0,0,0,0,0,0,0,0
Prr14,0,0,0,0,0,0,0,0,0
9130019O22Rik,0,0,0,0,0,0,0,0,0
Nucb1,0,0,0,0,0,0,0,0,0
Hsd17b14,0,0,0,0,0,0,0,0,0
Bcat2,0,0,0,0,0,0,0,0,0
Fgf21,0,0,0,0,0,0,0,0,0
Itgal,0,0,0,0,0,0,0,0,0
Abcc6,0,0,1,1,0,1,0,0,0
Nomo1,0,0,0,0,0,0,0,0,0
Ush1c,1,1,1,1,0,1,0,0,0
Sergef,0,0,0,0,0,0,0,0,0
2400001E08Rik,0,0,0,0,0,0,0,0,0
Rgs10,0,0,0,0,0,0,1,0,0
Tial1,0,0,0,0,0,0,0,0,0
Bag3,0,0,0,0,0,0,0,0,0
Fgfr2,1,1,0,0,0,1,0,0,0
Ate1,0,0,0,0,0,0,0,0,0
Ldhc,0,0,0,0,0,0,0,0,0
Tacc2,0,0,0,0,0,0,0,0,0
Ptpn5,0,1,1,0,0,0,0,0,0
1700007K09Rik,0,0,0,0,0,0,0,0,0
Fam24a,0,0,0,0,0,0,0,0,0
Acadsb,0,0,0,0,0,0,0,0,0
Cpxm2,1,1,0,1,0,0,0,0,0
2010110P09Rik,0,0,0,0,0,0,0,0,0
Ern2,0,0,0,0,0,0,0,0,0
Plk1,1,1,0,0,0,0,0,0,0
Dctn5,0,0,0,0,0,0,0,0,0
Ndufab1,0,0,0,0,0,0,1,0,0
Ubfd1,0,0,0,0,0,0,0,0,0
Ears2,0,0,0,0,0,0,0,0,0
Gga2,0,0,0,0,0,0,0,0,0
Scnn1b,0,0,1,0,0,0,0,0,0
Mettl9,0,0,0,0,0,0,0,0,0
4933427G17Rik,0,0,0,0,0,0,0,0,0
Cdr2,0,0,0,0,0,0,0,0,0
Mrpl17,0,0,0,0,0,0,1,0,0
Polr3e,0,0,0,0,0,0,0,0,0
Arfip2,0,0,0,0,0,0,0,0,0
Dnhd1,0,0,0,0,0,1,0,0,0
Uqcrc2,0,0,0,0,0,0,0,0,0
Pdzd9,0,0,0,0,0,0,0,0,0
Rrp8,0,0,0,0,0,0,0,0,0
Vwa3a,0,0,0,1,0,0,1,0,0
Ilk,0,0,0,0,0,0,0,0,0
Tpp1,0,0,0,0,0,0,0,0,0
Hpx,0,0,0,0,0,0,0,0,0
Cnga4,0,0,0,0,0,0,0,0,0
Cckbr,0,0,0,0,0,0,0,0,0
Crym,1,0,0,0,0,0,0,0,0
Anks4b,0,0,0,0,0,0,0,0,0
Zp2,0,0,0,0,0,0,0,0,0
Tmem159,0,0,0,0,0,0,1,0,0
Trim30a,0,0,0,0,0,0,0,0,0
Lyrm1,0,0,0,0,0,0,0,0,0
2610020H08Rik,1,1,0,0,0,0,0,0,0
Eri2,1,0,0,0,0,0,0,0,0
Chst15,0,0,0,1,0,1,0,0,0
Oat,0,0,0,0,0,0,0,0,0
Acsm3,0,0,0,0,0,0,0,0,0
Thumpd1,0,0,0,0,0,0,0,0,0
Acsm2,0,0,0,0,0,0,0,0,0
Lhpp,0,1,1,0,0,0,0,0,0
Gp2,0,0,0,0,0,0,0,0,0
Fam53b,0,1,0,0,0,0,0,0,0
Mettl10,0,0,0,0,0,0,0,0,0
Umod,0,0,0,0,0,0,0,0,0
Fam175b,0,0,0,0,0,0,0,0,0
Trim21,0,0,0,0,0,0,0,0,0
Zranb1,0,0,0,0,0,0,0,0,0
Pdilt,0,0,0,0,0,0,0,0,0
Ctbp2,0,0,0,0,0,0,0,0,0
Acsm5,0,0,0,0,0,0,0,0,0
4930404H21Rik,0,0,0,0,0,0,0,0,0
Rrm1,0,0,0,0,0,0,0,0,0
Uros,0,0,0,0,0,0,0,0,0
2310008H09Rik,0,0,0,0,0,0,0,0,0
Mmp21,0,0,0,0,0,0,0,0,0
9030624J02Rik,0,0,0,0,0,0,0,0,0
Bccip,0,0,0,0,0,0,0,0,0
Dhx32,0,0,0,0,0,0,0,0,0
Stim1,0,0,0,0,0,0,0,0,0
Pgap2,1,1,1,0,0,0,0,0,0
D7Ertd443e,0,0,0,0,0,0,0,0,0
Art1,0,0,0,0,0,0,1,0,0
Mki67,1,1,0,0,0,0,0,0,0
Atp6ap2,0,0,0,0,0,0,0,0,0
Usp9x,0,0,0,0,0,0,0,0,0
Cask,0,0,0,0,0,0,0,0,0
Swap70,0,0,0,0,0,0,0,0,0
Wee1,0,0,0,0,0,0,0,0,0
Tmem9b,0,0,0,0,0,0,0,0,0
BC051019,0,0,0,0,0,0,0,0,0
D930014E17Rik,0,0,0,0,0,0,0,0,0
St5,0,0,0,0,0,0,0,0,0
Trim66,0,0,0,0,0,0,0,0,0
Stk33,0,0,0,0,0,0,0,0,0
Tub,0,1,0,0,0,0,0,0,0
Eif3f,0,0,0,0,0,0,1,0,0
Ndufb11,0,0,0,0,0,0,1,0,0
Rbm10,0,0,0,0,0,0,0,0,0
Cdk16,0,0,0,0,0,0,0,0,0
Usp11,0,0,0,0,0,0,0,0,0
Glrx3,0,0,0,0,0,0,0,0,0
Mrgprf,0,0,0,0,0,0,0,0,0
Oraov1,0,0,0,0,0,0,0,0,0
Fgf15,1,1,1,0,0,0,0,0,0
Fgf3,0,0,0,0,0,0,0,0,0
Ano1,1,1,0,0,0,0,0,0,0
Fadd,0,0,0,0,0,0,0,0,0
Cttn,0,0,0,0,0,0,0,0,0
Zfp300,0,1,0,0,0,0,0,0,0
Gm498,0,0,0,0,0,0,0,0,0
Slc6a14,0,0,0,0,0,0,0,0,0
Nadsyn1,1,1,1,0,0,0,1,0,0
Dock11,0,0,0,1,0,1,0,0,0
Cul4b,0,0,0,0,0,0,0,0,0
Tnni2,0,0,0,0,0,0,1,0,0
Syt8,0,0,0,0,0,0,0,0,0
Smarca1,0,0,0,0,0,0,0,0,0
Sash3,0,0,0,0,0,0,0,0,0
Elf4,0,0,0,0,0,0,0,0,0
Rab33a,1,1,1,1,0,0,0,0,0
Slc25a14,0,0,0,0,0,0,0,0,0
Rbmx2,0,0,0,0,0,0,0,0,0
Enox2,0,0,0,0,0,0,0,0,0
Igsf1,0,0,1,0,0,0,0,0,0
2610018G03Rik,1,1,1,0,0,0,0,0,0
1700080O16Rik,0,0,0,0,0,0,0,0,0
Gpc4,0,0,0,0,0,0,0,0,0
3830403N18Rik,0,0,0,0,0,0,1,0,0
Slc9a9,0,0,1,0,0,0,0,0,0
Brs3,0,0,0,0,0,0,0,0,0
Vgll1,0,0,0,0,0,0,0,0,0
Cd40lg,0,0,0,0,0,0,0,0,0
Arhgef6,0,0,0,0,0,0,0,0,0
Rbmx,1,1,1,0,0,0,0,0,0
Fgf13,0,0,0,0,0,0,0,0,0
F9,0,0,0,0,0,0,0,0,0
Mcf2,0,1,1,0,0,0,0,0,0
Cacna1f,0,0,0,0,0,0,0,0,0
Ccdc22,0,0,0,0,0,0,0,0,0
Syp,0,0,0,0,0,0,1,0,1
Prickle3,1,1,1,0,0,0,0,0,0
Plp2,0,0,0,0,0,0,0,0,0
Magix,0,0,0,0,0,0,0,0,0
Gpkow,0,0,0,0,0,0,0,0,0
Praf2,0,0,0,0,0,0,0,0,0
Ccdc120,0,1,1,0,0,0,0,0,0
Gripap1,0,0,0,0,0,0,0,0,0
Otud5,0,0,0,0,0,0,0,0,0
Pim2,0,0,0,0,0,0,0,0,0
Slc35a2,0,0,0,0,0,0,0,0,0
Pqbp1,0,0,0,0,0,0,0,0,0
Timm17b,0,0,0,0,0,0,0,0,0
Eras,0,0,0,0,0,0,0,0,0
Hdac6,0,1,0,0,0,0,0,0,0
Gata1,0,0,1,0,0,0,0,0,0
Glod5,0,0,0,0,0,0,0,0,0
Was,0,0,0,0,0,0,0,0,0
Wdr13,0,0,0,0,0,0,0,0,0
Rbm3,1,1,0,0,0,0,0,0,0
Ebp,0,0,0,0,0,0,0,0,0
Porcn,1,1,1,0,0,0,0,0,0
Slc38a5,0,1,1,0,0,0,0,0,0
Ftsj1,0,0,0,0,0,0,0,0,0
Otc,0,0,0,0,0,0,0,0,0
Rpgr,1,0,0,0,0,0,0,0,0
Dynlt3,0,0,0,0,0,0,0,0,0
3830417A13Rik,0,0,0,0,0,0,0,0,0
Ctag2,0,0,0,0,0,0,0,0,0
4930447F04Rik,0,0,0,0,0,0,0,0,0
Aff2,0,1,0,0,0,0,0,0,0
4931400O07Rik,0,0,0,0,0,0,0,0,0
F8,0,1,1,0,0,0,0,0,0
Vbp1,0,0,0,0,0,0,0,0,0
Fundc2,0,0,0,0,0,0,0,0,0
Mtcp1,1,1,1,0,0,0,0,0,0
Brcc3,0,0,0,0,0,0,0,0,0
Rab39b,0,0,0,0,0,0,0,0,0
Asb12,0,0,0,0,0,0,1,0,0
Msn,0,0,0,0,0,0,0,0,0
Heph,1,1,1,0,0,0,0,0,0
Gpr165,1,0,0,0,0,0,0,0,0
Pgr15l,0,0,0,0,0,0,0,0,0
Ophn1,0,0,0,0,0,0,0,0,0
Stard8,0,1,0,0,0,1,0,0,0
Efnb1,0,0,0,0,0,0,0,0,0
Awat2,0,0,0,0,0,0,0,0,0
Igbp1,0,0,0,0,0,0,0,0,0
Magee2,1,1,1,0,0,0,0,0,0
2610029G23Rik,0,0,0,0,0,0,0,0,0
Magee1,0,0,0,0,0,0,0,0,0
Atrx,1,0,0,0,0,0,0,0,0
Fgf16,0,0,0,0,0,0,0,0,0
Cox7b,0,0,0,0,0,0,1,0,0
Magt1,0,0,0,0,0,0,0,0,0
Pgk2,0,0,0,0,0,0,0,0,0
Itm2a,0,0,0,0,0,0,0,0,0
Tbx22,1,1,1,0,0,0,0,0,0
2610002M06Rik,0,0,0,0,0,0,0,0,0
Hmgn5,0,0,0,0,0,0,0,0,0
Sh3bgrl,0,0,0,0,0,0,0,0,0
Tnmd,0,0,0,0,0,0,0,0,0
Srpx2,0,0,0,0,0,0,0,0,0
Sytl4,1,1,1,0,0,0,0,0,0
Cstf2,0,0,0,0,0,0,0,0,0
Nox1,0,0,0,0,0,0,0,0,0
Xkrx,0,0,0,0,0,0,0,0,0
Cenpi,1,0,0,0,0,0,0,0,0
Btk,0,0,0,0,0,0,0,0,0
Gla,0,0,0,0,0,0,0,0,0
4930513O06Rik,0,0,0,0,0,0,0,0,0
Serpina7,0,0,0,0,0,0,0,0,0
Col4a6,0,1,1,0,0,0,0,0,0
Col4a5,0,0,0,0,0,0,0,0,0
Acsl4,0,0,0,0,0,0,0,0,0
Chrdl1,1,1,1,0,0,0,0,0,0
Pak3,0,0,0,0,0,0,0,0,0
Dcx,0,0,0,0,0,0,1,1,1
Glt28d2,0,0,0,0,0,0,0,0,0
Il13ra2,0,0,0,0,0,0,0,0,0
Lrch2,0,0,0,1,1,1,0,0,0
Cdkl5,0,0,0,0,0,0,0,0,0
Rs1,0,0,0,0,0,0,0,0,0
D630029K05Rik,0,0,0,0,0,0,0,0,0
Phka2,1,0,0,0,0,0,0,0,0
Slc7a3,0,0,0,1,1,1,0,0,0
Gpr64,0,0,0,0,0,0,0,0,0
Pdha1,0,0,0,0,0,0,0,0,0
Nlgn3,1,1,1,0,0,0,0,0,0
Map3k15,0,0,0,0,1,0,0,0,0
Il2rg,0,0,0,0,0,0,0,0,0
Rps6ka3,0,0,0,0,0,0,0,0,0
Zmym3,0,0,0,0,0,0,0,0,0
Nono,0,0,0,0,0,0,0,0,0
Itgb1bp2,0,0,0,0,0,0,1,1,0
Taf1,0,0,0,0,0,0,0,0,0
Rps4x,0,0,0,0,0,0,1,0,0
Dmrtc1a,0,0,0,0,0,0,0,0,0
4930519F16Rik,0,0,0,0,0,0,0,0,0
Cdx4,0,0,0,0,0,0,0,0,0
Chic1,1,1,0,0,0,0,0,0,0
Flna,0,0,0,0,0,0,0,0,0
Tsx,1,1,0,0,0,0,0,0,0
Zcchc13,0,0,0,0,0,0,0,0,0
Abcb7,1,0,0,0,0,0,0,0,0
Mtm1,0,0,0,0,0,0,0,0,0
Gabre,0,0,0,0,0,0,0,0,0
Gpm6b,0,0,0,0,0,0,0,0,0
Gabra3,1,1,1,0,0,0,0,0,0
Gabrq,0,1,0,0,0,0,0,0,0
Cetn2,0,0,0,0,0,0,0,0,0
Nsdhl,0,0,0,0,0,0,0,0,0
Zfp185,0,0,0,0,0,0,0,0,0
Hccs,0,0,0,0,0,0,0,0,0
Rbbp7,0,0,0,0,0,0,0,0,0
Amelx,0,0,0,0,0,0,0,0,0
Arhgap6,0,0,0,0,0,0,0,0,0
Syap1,0,0,0,0,0,0,0,0,0
Msl3,0,0,0,0,0,0,0,0,0
Ctps2,1,0,0,0,0,0,0,0,0
Xlr4c,0,0,0,0,0,0,0,0,0
Grpr,0,0,0,0,0,0,0,0,0
Zfp275,0,0,0,0,0,0,0,0,0
